course_id,course_name,course_description,product_family,category,difficulty,keywords,estimated_time_minutes,prerequisite_courses,related_courses,created_date,Link,
C515,리뷰 관리: 실전 가이드,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,중,#디스플레이 #디지털마케팅 #삼성페이 #역사 #트렌드,22,,C502,2023-07-05,https://www.samsung.com/sec/rings/all-rings/,
C516,Galaxy A 라인업 비교: 사례 중심 학습,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,하,#비교분석 #쉬운사용법 #카메라전문가,44,,"C489, C506",2024-06-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C517,Galaxy Z 카메라 심화: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 심화 기능,중,#ProMode #생산성 #업셀링,57,,,2023-03-09,https://www.samsung.com/sec/smartphones/all-smartphones/,
C518,Galaxy Z 시리즈 한눈에 보기: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 기초,중,#VOC #대화면 #판매전략 #플렉스캠,33,"C028, C230","C499, C501, C510",2023-11-06,https://www.samsung.com/sec/tablets/all-tablets/,
C519,Galaxy S 라인업 비교: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,중,#고객만족 #방수방진 #삼성페이 #혁신,38,C449,C518,2024-11-04,https://www.samsung.com/sec/watches/all-watches/,
C520,Galaxy Z 디스플레이 활용: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,하,#S펜활용 #인물사진,57,,"C512, C515, C516",2024-01-22,https://www.samsung.com/sec/buds/all-buds/,
C521,시니어 맞춤 상담,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,입문 전략,중,#AI카메라 #ExpertRAW #생산성 #플렉스윈도우,32,,,2024-07-17,https://www.samsung.com/sec/rings/all-rings/,
C522,Galaxy Z 카메라 심화,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 심화 기능,중,#OneUI #Z세대 #크로스셀링,52,,,2023-10-19,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C523,Galaxy S 디스플레이 활용,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#ProMode #게이밍 #판매전략,62,,,2024-10-30,https://www.samsung.com/sec/smartphones/all-smartphones/,
C524,니즈 파악 & 제안: 실전 가이드,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#생성형편집 #판매전략 #플래그십,31,,,2023-04-14,https://www.samsung.com/sec/tablets/all-tablets/,
C525,Galaxy S 기초 다지기: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,중,#A시리즈 #디스플레이 #소셜미디어 #쉬운사용법 #클로징,31,,"C506, C509, C522",2023-01-01,https://www.samsung.com/sec/watches/all-watches/,
C526,Galaxy A 디스플레이 활용: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,중,#고객만족 #방수방진,50,"C296, C373",,2024-04-16,https://www.samsung.com/sec/buds/all-buds/,
C527,Galaxy Z 보안 & 편의: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 심화 기능,상,#대화면 #역사 #컴팩트디자인,58,C493,"C504, C514",2023-08-08,https://www.samsung.com/sec/rings/all-rings/,
C528,A/S 기본 상담: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,중,#A시리즈 #가성비 #고객만족 #인물사진 #플렉스캠,37,,C519,2024-02-28,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C529,온라인 전환: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,입문 전략,상,#S펜활용 #가성비,21,,,2023-03-05,https://www.samsung.com/sec/smartphones/all-smartphones/,
C530,A/S 기본 상담: 사례 중심 학습,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,상,#ProMode #역사 #컴팩트디자인,39,,"C522, C524",2024-02-07,https://www.samsung.com/sec/tablets/all-tablets/,
C531,Galaxy A 시리즈 한눈에 보기: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,중,#고객만족 #상담스킬 #쉬운사용법 #컴팩트디자인 #클로징,27,,,2024-05-10,https://www.samsung.com/sec/watches/all-watches/,
C532,니즈 파악 & 제안,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,영업 전략,중,#S펜활용 #생산성 #업셀링 #플래그십 #플렉스캠,38,,"C503, C505, C523",2023-01-15,https://www.samsung.com/sec/buds/all-buds/,
C533,Galaxy S 고급 문제 해결: AtoZ,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,전문가 과정,상,#디지털마케팅 #폼팩터,61,,,2023-11-30,https://www.samsung.com/sec/rings/all-rings/,
C534,Z세대 트렌드: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,입문 전략,하,#A시리즈 #게이밍 #소셜미디어 #컴팩트디자인,37,,,2024-12-04,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C535,니즈 파악 & 제안,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,중,#A시리즈 #멀티태스킹 #삼성페이 #클로징,42,"C104, C291",,2023-06-08,https://www.samsung.com/sec/smartphones/all-smartphones/,
C536,Galaxy A 생산성 극대화: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,하,#삼성페이 #인물사진 #클로징,42,"C174, C511",,2023-09-11,https://www.samsung.com/sec/tablets/all-tablets/,
C537,Galaxy A 생산성 극대화: AtoZ,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,상,#ProMode #대화면 #매장운영 #보안 #삼성페이,36,,C535,2024-05-28,https://www.samsung.com/sec/watches/all-watches/,
C538,온라인 전환: AtoZ,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,입문 전략,하,#생성형편집 #크로스셀링,31,,C529,2024-11-03,https://www.samsung.com/sec/buds/all-buds/,
C539,Galaxy A 카메라 심화: 현장 적용 팁,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,상,#Z세대 #삼성페이 #업셀링 #역사 #플렉스윈도우,45,"C130, C227",C528,2024-01-28,https://www.samsung.com/sec/rings/all-rings/,
C540,Galaxy Z 라인업 비교: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,하,#가성비 #생산성 #생성형편집 #앱최적화 #플렉스캠,30,,,2024-02-10,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C541,Galaxy A 카메라 심화: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#Z세대 #쉬운사용법 #크로스셀링,29,,,2024-08-26,https://www.samsung.com/sec/smartphones/all-smartphones/,
C542,Galaxy S 생산성 극대화: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,중,#A시리즈 #OneUI #멀티태스킹 #방수방진 #생산성,50,,C521,2024-11-18,https://www.samsung.com/sec/tablets/all-tablets/,
C543,Galaxy A 시리즈 한눈에 보기,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,하,#디스플레이 #브랜드 #업셀링,29,"C253, C437",,2024-04-05,https://www.samsung.com/sec/watches/all-watches/,
C544,Galaxy Z 생산성 극대화: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,중,#ExpertRAW #서클투서치 #폴더블,37,,"C528, C539",2024-12-21,https://www.samsung.com/sec/buds/all-buds/,
C545,Galaxy S 라인업 비교: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#비교분석 #카메라전문가,39,C475,"C516, C527",2024-01-23,https://www.samsung.com/sec/rings/all-rings/,
C546,클로징 멘트 실습: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#게이밍 #생산성 #업무효율 #카메라전문가,24,,,2023-05-29,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C547,Galaxy Z 라인업 비교: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,하,#업셀링 #역사 #클레임 #폼팩터 #플래그십,38,,"C534, C536",2023-06-05,https://www.samsung.com/sec/smartphones/all-smartphones/,
C548,Galaxy A 핵심 기능 이해: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,하,#생성형편집 #폴더블,25,C053,"C518, C541",2024-07-14,https://www.samsung.com/sec/tablets/all-tablets/,
C549,리뷰 관리: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,상,#고객만족 #비교분석 #카메라전문가,43,"C273, C405",C541,2024-08-09,https://www.samsung.com/sec/watches/all-watches/,
C550,Galaxy S 배터리 최적화: 현장 적용 팁,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#AI카메라 #A시리즈 #방수방진 #생성형편집 #플렉스캠,47,,"C520, C533, C544",2023-03-15,https://www.samsung.com/sec/buds/all-buds/,
C551,경쟁사 대응: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,영업 전략,중,#멀티태스킹 #삼성페이 #판매전략 #폴더블,54,,,2023-07-20,https://www.samsung.com/sec/rings/all-rings/,
C552,Galaxy S 시리즈 한눈에 보기: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,중,#디스플레이 #비교분석 #역사 #폼팩터,26,,"C531, C535",2024-08-24,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C553,Galaxy S 카메라 심화: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,하,#S펜활용 #매장운영 #방수방진 #서클투서치 #판매전략,49,,"C535, C539",2023-12-22,https://www.samsung.com/sec/smartphones/all-smartphones/,
C554,가치 설득 스토리텔링,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,상,#A시리즈 #브랜드,39,C460,"C524, C533",2023-01-27,https://www.samsung.com/sec/tablets/all-tablets/,
C555,Galaxy S 배터리 최적화: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#A시리즈 #삼성페이 #클로징 #판매전략,31,,,2024-01-27,https://www.samsung.com/sec/watches/all-watches/,
C556,Galaxy S 배터리 최적화: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,하,#ExpertRAW #ProMode #비교분석 #컴팩트디자인,59,,C537,2024-12-12,https://www.samsung.com/sec/buds/all-buds/,
C557,Galaxy S Expert RAW 완벽 가이드: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,전문가 과정,상,#OneUI #삼성페이 #야간모드 #플래그십,51,,"C532, C535, C550",2023-02-01,https://www.samsung.com/sec/rings/all-rings/,
C558,Galaxy A 보안 & 편의: 현장 적용 팁,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,중,#상담스킬 #생성형편집 #클로징,59,,"C540, C551",2024-04-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C559,Galaxy Z 핵심 기능 이해: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,중,#디스플레이 #보안 #상담스킬 #폴더블,44,C298,"C531, C538, C558",2024-08-15,https://www.samsung.com/sec/smartphones/all-smartphones/,
C560,니즈 파악 & 제안: 현장 적용 팁,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,중,#Z세대 #게이밍,45,,"C537, C540, C550",2023-03-27,https://www.samsung.com/sec/tablets/all-tablets/,
C561,Galaxy A 핵심 기능 이해,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,하,#배터리 #브랜드 #플렉스윈도우 #플렉스캠,23,,C558,2023-08-09,https://www.samsung.com/sec/watches/all-watches/,
C562,가치 설득 스토리텔링: 실전 가이드,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,하,#A시리즈 #매장운영 #카메라전문가,42,,,2023-01-04,https://www.samsung.com/sec/buds/all-buds/,
C563,Galaxy A 첫걸음,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,중,#업셀링 #혁신,33,,"C538, C556, C561",2024-02-15,https://www.samsung.com/sec/rings/all-rings/,
C564,니즈 파악 & 제안: 현장 적용 팁,고객 유형별 페르소나를 기반으로 영업 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,영업 전략,중,#멀티태스킹 #보안 #상담스킬 #클로징,40,,,2024-04-06,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C565,Galaxy S 핵심 기능 이해: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,상,#ProMode #대화면 #앱최적화 #트렌드,27,,C541,2024-06-01,https://www.samsung.com/sec/smartphones/all-smartphones/,
C566,불만 응대 실전: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,하,#매장운영 #인물사진 #컴팩트디자인 #플렉스윈도우,34,,"C536, C541",2023-09-20,https://www.samsung.com/sec/tablets/all-tablets/,
C567,Galaxy S 기초 다지기: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,상,#ExpertRAW #생산성 #역사,44,C351,,2023-12-28,https://www.samsung.com/sec/watches/all-watches/,
C568,Galaxy S 디스플레이 활용: 사례 중심 학습,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#멀티태스킹 #삼성페이 #상담스킬 #소셜미디어,43,C382,,2024-04-19,https://www.samsung.com/sec/buds/all-buds/,
C569,Galaxy A 배터리 최적화: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,중,#게이밍 #매장운영 #인물사진 #플래그십,31,"C361, C560",,2024-12-28,https://www.samsung.com/sec/rings/all-rings/,
C570,클로징 멘트 실습: 실전 가이드,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,중,#매장운영 #멀티태스킹 #소셜미디어 #쉬운사용법,44,,"C548, C557, C560",2023-04-25,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C571,Galaxy S 기초 다지기,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#소셜미디어 #업무효율,28,,,2024-02-22,https://www.samsung.com/sec/smartphones/all-smartphones/,
C572,Galaxy A 시리즈 한눈에 보기: 실전 가이드,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,하,#A시리즈 #업무효율 #플렉스윈도우 #플렉스캠,37,,"C544, C550",2024-08-12,https://www.samsung.com/sec/tablets/all-tablets/,
C573,경쟁사 대응: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#S펜활용 #배터리 #앱최적화 #혁신,31,,C548,2024-04-24,https://www.samsung.com/sec/watches/all-watches/,
C574,Galaxy A 배터리 최적화,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,상,#앱최적화 #클로징,39,"C404, C464","C554, C567",2023-02-19,https://www.samsung.com/sec/buds/all-buds/,
C575,Galaxy S Expert RAW 완벽 가이드: 사례 중심 학습,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,전문가 과정,상,#AI카메라 #디지털마케팅 #상담스킬 #카메라전문가 #판매전략,65,C007,"C551, C566",2024-03-17,https://www.samsung.com/sec/rings/all-rings/,
C576,CS 케이스 스터디: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,중,#ExpertRAW #ProMode #소셜미디어,32,,"C548, C559, C572",2024-08-21,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C577,불만 응대 실전: 현장 적용 팁,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,고객 응대,중,#VOC #배터리 #브랜드 #앱최적화 #혁신,38,,C567,2024-08-11,https://www.samsung.com/sec/smartphones/all-smartphones/,
C578,Galaxy Z 보안 & 편의: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 심화 기능,중,#대화면 #디지털마케팅 #서클투서치 #플렉스캠,29,C156,C565,2024-11-19,https://www.samsung.com/sec/tablets/all-tablets/,
C579,니즈 파악 & 제안,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,하,#대화면 #소셜미디어 #역사,42,"C234, C409","C552, C554, C574",2023-12-30,https://www.samsung.com/sec/watches/all-watches/,
C580,Galaxy A 고급 문제 해결: 사례 중심 학습,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,전문가 과정,상,#배터리 #서클투서치 #클레임 #플렉스윈도우,43,,"C550, C557, C566",2024-06-28,https://www.samsung.com/sec/buds/all-buds/,
C581,Galaxy Z 시리즈 한눈에 보기,"Galaxy Z의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy Z,제품 기초,중,#앱최적화 #폼팩터,32,,,2023-08-27,https://www.samsung.com/sec/rings/all-rings/,
C582,Galaxy S 시스템 튜닝: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,전문가 과정,상,#비교분석 #업무효율 #클로징 #플래그십,71,C149,,2023-06-26,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C583,리뷰 관리: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,고객 응대,중,#매장운영 #업셀링,38,,"C558, C574",2024-01-02,https://www.samsung.com/sec/smartphones/all-smartphones/,
C584,클로징 멘트 실습: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,영업 전략,중,#비교분석 #컴팩트디자인,50,,C565,2023-10-23,https://www.samsung.com/sec/tablets/all-tablets/,
C585,Galaxy S 핵심 기능 이해: 현장 적용 팁,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,하,#ProMode #게이밍 #배터리 #크로스셀링,35,,,2023-06-16,https://www.samsung.com/sec/watches/all-watches/,
C586,Galaxy A Expert RAW 완벽 가이드: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,전문가 과정,상,#생성형편집 #역사,60,,C558,2024-04-29,https://www.samsung.com/sec/buds/all-buds/,
C587,Galaxy A 기초 다지기: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,하,#앱최적화 #야간모드,37,,,2023-07-14,https://www.samsung.com/sec/rings/all-rings/,
C588,경쟁사 대응: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,중,#AI카메라 #판매전략,49,C322,"C567, C582, C587",2023-05-09,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C589,리뷰 관리: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,중,#ExpertRAW #VOC #인물사진,32,,C579,2024-07-08,https://www.samsung.com/sec/smartphones/all-smartphones/,
C590,Galaxy Z 시스템 튜닝: 현장 적용 팁,고객 유형별 페르소나를 기반으로 전문가 과정 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,전문가 과정,상,#AI카메라 #A시리즈 #클레임 #클로징,52,"C175, C403","C561, C562",2023-08-31,https://www.samsung.com/sec/tablets/all-tablets/,
C591,Galaxy A 첫걸음: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#OneUI #생성형편집,36,,C587,2024-02-03,https://www.samsung.com/sec/watches/all-watches/,
C592,Galaxy S 보안 & 편의: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,상,#디지털마케팅 #멀티태스킹 #비교분석,31,,"C568, C584, C590",2024-02-20,https://www.samsung.com/sec/buds/all-buds/,
C593,Galaxy A 디스플레이 활용: 실전 가이드,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,하,#A시리즈 #고객만족 #매장운영 #인물사진,36,,,2023-01-15,https://www.samsung.com/sec/rings/all-rings/,
C594,온라인 전환: AtoZ,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,입문 전략,하,#소셜미디어 #업무효율,31,,"C570, C577, C587",2024-06-13,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C595,Galaxy S 카메라 심화: 현장 적용 팁,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 심화 기능,중,#야간모드 #인물사진 #크로스셀링,54,,C569,2024-06-23,https://www.samsung.com/sec/smartphones/all-smartphones/,
C596,Galaxy A 보안 & 편의: 실전 가이드,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 심화 기능,중,#방수방진 #배터리 #역사 #클레임 #폴더블,43,C342,"C575, C576, C577",2024-05-14,https://www.samsung.com/sec/tablets/all-tablets/,
C597,Galaxy Z 첫걸음: 현장 적용 팁,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy Z,제품 기초,중,#AI카메라 #Z세대,44,"C260, C480",,2023-08-20,https://www.samsung.com/sec/watches/all-watches/,
C598,Galaxy S 기초 다지기: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 기초,하,#배터리 #쉬운사용법 #업무효율 #업셀링 #플렉스윈도우,42,C386,,2024-04-02,https://www.samsung.com/sec/buds/all-buds/,
C599,Galaxy S 첫걸음,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 기초,하,#S펜활용 #VOC #상담스킬 #소셜미디어 #폴더블,37,,,2024-04-25,https://www.samsung.com/sec/rings/all-rings/,
C600,Galaxy Z 보안 & 편의: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 심화 기능,하,#게이밍 #보안 #비교분석,44,,"C575, C597",2024-11-19,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C601,Galaxy Z 디스플레이 활용,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,하,#서클투서치 #플래그십,44,"C362, C562","C585, C594",2024-05-28,https://www.samsung.com/sec/smartphones/all-smartphones/,
C602,Galaxy A 시리즈 한눈에 보기: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 기초,중,#비교분석 #크로스셀링 #플래그십,41,,"C584, C598",2023-02-13,https://www.samsung.com/sec/tablets/all-tablets/,
C603,CS 케이스 스터디: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,중,#ProMode #브랜드 #역사 #클레임,27,,"C584, C597",2024-02-18,https://www.samsung.com/sec/watches/all-watches/,
